3,8BF,https://query.wikidata.org/#SELECT %3Fpersonaje_de_ficci_n %3Fpersonaje_de_ficci_nLabel WHERE {%0A SERVICE wikibase%3Alabel { bd%3AserviceParam wikibase%3Alanguage [AUTO_LANGUAGE]%2Cen. }%0A %3Fpersonaje_de_ficci_n wdt%3AP31 wd%3AQ95074.%0A OPTIONAL { }%0A %3Fpersonaje_de_ficci_n wdt%3AP1080 wd%3AQ931597.%0A}%0ALIMIT 100,1511358352053
3,9BS,-,1511358353003
5,8BF,https://query.wikidata.org/#SELECT%20%3FUniverso_Marvel%20%3FUniverso_MarvelLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%3FUniverso_Marvel%20wdt%3AP1080%20wd%3AQ931597.%0A%20%20%3FUniverso_Marvel%20wdt%3AP31%20wd%3AQ95074.%0A%7D%0ALIMIT%20100,1511358419609
5,9BS,-,1511358420909
6,9AF,https://query.wikidata.org/#SELECT%20%3Fpersona%20%3FpersonaLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%0A%20%20%3Fpersona%20wdt%3AP509%20wd%3AQ170518.%0A%20%20%3Fpersona%20wdt%3AP360%20wd%3AQ5.%0A%7D%0ALIMIT%20100,1511358448468
12,1AS,-,1511358449473
6,10AS,-,1511358450919
3,9BF,,1511358450953
3,10BS,-,1511358451892
0,8AF,,1511358459164
0,9AS,-,1511358460116
3,10BF,https://query.wikidata.org/#SELECT %3FCulicidae %3FCulicidaeLabel WHERE {%0A SERVICE wikibase%3Alabel { bd%3AserviceParam wikibase%3Alanguage [AUTO_LANGUAGE]%2Cen. }%0A %3FCulicidae wdt%3AP171 wd%3AQ7367.%0A}%0ALIMIT 100,1511358476413
10,7AF,https://query.wikidata.org/#SELECT%20%3Fepisodio%20%3FepisodioLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%3Fepisodio%20wdt%3AP179%20wd%3AQ321423.%0A%20%20%3Fepisodio%20wdt%3AP360%20wd%3AQ1983062.%0A%7D%0ALIMIT%20100,1511358488872
10,8AS,-,1511358490624
4,7AF,,1511358503797
4,8AS,-,1511358507608
11,3BF,http://facet.dcc.uchile.cl/grafa/search?keyword=Faro&lang=es&instance=&properties=P17%23%23Q20,1511358508218
11,4BS,-,1511358509788
11,4BF,https://query.wikidata.org/#SELECT%20%3Fpope%20%3FpopeLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%3Fpope%20wdt%3AP39%20wd%3AQ19546.%0A%7D%0ALIMIT%20100,1511358533364
11,5BS,-,1511358535734
4,8AF,personaje de ficci??n,1511358621426
12,1AF,http://tinyurl.com/ydh9f8kl,1511358622202
12,2AS,-,1511358623354
4,9AS,-,1511358647119
5,9BF,http://facet.dcc.uchile.cl/grafa/search?lang=es&keyword=Personas+que+murieron+quemadas+&instance=,1511358684324
5,10BS,-,1511358685943
0,9AF,https://query.wikidata.org/#SELECT%20%3Fhuman%20%3FhumanLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%3Fhuman%20wdt%3AP31%20wd%3AQ5.%0A%20%20%3Fhuman%20wdt%3AP509%20wd%3AQ3196.%0A%7D%0ALIMIT%20100,1511358688467
0,10AS,-,1511358689808
11,5BF,,1511358772727
11,6BS,-,1511358774351
6,10AF,,1511358790800
10,8AF,,1511358831445
10,9AS,-,1511358833137
11,6BF,https://query.wikidata.org/#SELECT%20%3Fpaper%20%3FpaperLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%0A%20%20%3Fpaper%20wdt%3AP921%20wd%3AQ2013.%0A%20%20%3Fpaper%20wdt%3AP31%20wd%3AQ13442814.%0A%7D%0ALIMIT%20100,1511358842497
11,7BS,-,1511358843867
5,10BF,https://query.wikidata.org/#SELECT%20%3Fmosquito%20%3FmosquitoLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%0A%20%20%0A%20%20%3Fmosquito%20wdt%3AP2959%20wd%3AQ4801985.%0A%20%20%3Fmosquito%20wdt%3AP910%20wd%3AQ8807846.%0A%7D%0ALIMIT%20100,1511358878959
11,7BF,http://facet.dcc.uchile.cl/grafa/search?keyword=law+%26+order&lang=en&instance=&properties=P31%23%23Q21191270&properties=P179%23%23Q321423,1511358903886
11,8BS,-,1511358905027
10,9AF,https://query.wikidata.org/#SELECT%20%3Fquemadura%20%3FquemaduraLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%3Fquemadura%20wdt%3AP509%20wd%3AQ170518.%0A%20%20%0A%20%20%0A%20%20%3Fquemadura%20wdt%3AP31%20wd%3AQ5.%0A%7D%0ALIMIT%20100,1511358978149
10,10AS,-,1511358980547
